,University Name,Course Name,Description,Degree,Internship,Accreditation,URL,Last Update
309,Massey University,Graduate Diploma in Emergency Management,"This qualification has been the flagship of Massey University's emergency management programme for over a decade. Recently it has been revised to focus solely on undergraduate papers, making it an ideal extension programme for recent graduates with an interest in emergency management, those already holding the Graduate Certificate in Emergency Management who do not wish to proceed to the postgraduate level, or those who require further courses to improve their academic record for entry into the postgraduate programme.

Massey University is offering a Graduate Diploma in Emergency Management. Emergency Management is concerned with both disaster risk reduction and management. In its broadest sense, emergency management focuses on the organisation of communities to respond to disasters, to survive them, to rebuild social structures and infrastructure, and to sustain and preserve life.

Additional Information: https://www.massey.ac.nz/massey/learning/programme-course/programme.cfm?prog_id=93115",Certificate Programs,No,,https://www.massey.ac.nz/,7/27/2020
310,Massey University,Master of Emergency Management,"Massey University is offering a Master of Emergency Management. Emergency Management is concerned with both disaster prevention and management. In its broadest sense, emergency management focuses on the organisation of communities to respond to disasters, to survive them, to rebuild social structures and infrastructure, and to sustain and preserve life. There is an increasing expectation that senior emergency managers demonstrate their academic competence through attaining a masters level qualification in emergency management or a related field.

Entry requirements are met the University admission requirements as specified, and have: Been awarded or qualified for an undergraduate degree with a minimum grade average of B across 200-300 level major courses and have completed at least two years of relevant industry or professional experience, or equivalent; or been awarded or qualified for the Postgraduate Diploma in Emergency Management having achieved at least a B grade average, or equivalent.

Additional Information: https://www.massey.ac.nz/massey/learning/programme-course/programme.cfm?prog_id=93491",Masters Level,No,,https://www.massey.ac.nz/,7/27/2020
311,Massey University,Postgraduate Diploma in Emergency Management,"Massey University is offering a Postgraduate Diploma in Emergency Management. Emergency Management is concerned with both disaster prevention and management. In its broadest sense, emergency management focuses on the organisation of communities to respond to disasters, to survive them, to rebuild social structures and infrastructure, and to sustain and preserve life. The Postgraduate Diploma in Emergency Management provides an advanced coursework degree that builds on core emergency management knowledge attained through industry experience and the prerequisite qualifications. It is aimed at mid to senior level emergency managers, who are interested in expanding their emergency management competencies.

Additional Information: https://www.massey.ac.nz/massey/learning/programme-course/programme.cfm?prog_id=93493",Certificate Programs,No,,https://www.massey.ac.nz/,7/27/2020
312,McDowell Technical Community College,Associate in Applied Science in Emergency Management,"The Emergency Management curriculum is designed to provide students with a foundation of technical and professional knowledge needed for emergency services delivery in local and state government agencies. Study involves both management and technical aspects of law enforcement, fire protection, emergency medical services, and emergency planning.

Course work includes classroom and laboratory exercises to introduce the student to various aspects of emergency preparedness, protection, and enforcement. Students will learn technical and administrative skills such as investigative principles, hazardous materials, codes, standards, emergency agency operations, and finance.

Employment opportunities include ambulance services, fire/rescue agencies, law enforcement agencies, fire marshal offices, industrial firms, educational institutions, emergency management offices, and other government agencies.

Employed persons should have opportunities for skilled and supervisory-level positions.

Additional Information: https://www.mcdowelltech.edu/apps/pages/index.jsp?uREC_ID=1022335&type=d&pREC_ID=1328283",Associate Level,No,Southern Association of Colleges and Schools,http://www.mcdowellletc.com/,3/31/2020
313,Medaille College,Bachelor of Science in Homeland Security (Online),"Medaille College offers a Bachelor of Science in Homeland Security Program. The program is designed to prepare individuals to become qualified leaders of local, state or federal emergency management, law enforcement and security. The curriculum will teach students the theories and tools needed to prepare for, prevent and recover from any number of disaster and emergencies. Courses covering topics such as domestic and international law, emergency management, terrorism and community preparedness, all from a global perspective.

The Homeland Security degree is delivered both on-ground and online. Medaille's online program format offers students the greatest opportunity to work their bachelor's degree into their life.

Graduates will find rewarding work in a growing industry and gain hands-on experience for career opportunities, including:

-Air Marshal

-Airport Security Director

-Citizenship and Immigration Officer

-Corporate Safety Manager

-Disaster Preparedness Official

-Federal Law Enforcement Officer

-Security Consultant

Additional Information: https://www.medaille.edu/academics#",Bachelor Degree,No,Commission on Higher Education of the Middle States Association of Colleges and Schools,https://www.medaille.edu/,7/1/2019
314,Medaille College,Master of Science in Homeland Security (Online),"Medaille's Master of Science in Homeland Security prepares students for careers as professionals trained, educated and equipped to recognize, evaluate, prepare and respond to incidents involving terrorism, man-made or natural disasters, and other homeland security-related issues.

Graduates will:

-Attain mastery in the diverse fields of study related to homeland security

-Engage in and conduct complex and advanced analysis of homeland security-related issues

-Learn to communicate both orally and verbally in a manner commensurate with the professional requirements of a homeland security professional

-Understand how to apply discipline-specific knowledge in a professional setting

-Develop methods of engaging and empowering others with ethical values through leadership and by example

Total Credits: 30 credits

Delivery: Online

Core Program Duration: 12 months

Additional Information: https://www.medaille.edu/academics#",Masters Level,No,Commission on Higher Education of the Middle States Association of Colleges and Schools,https://www.medaille.edu/,7/1/2019
315,Mercer University,Bachelor of Science in Homeland Security and Emergency Management (Online),"Mercer University offers a Bachelor of Science in Homeland Security and Emergency Management. The degree is designed with a strong foundation of knowledge regarding current issues facing various public safety entities, and is geared toward prospects that possess a strong interest in the field of homeland security and emergency response. The program aims to develop students' leadership skills and abilities to communicate effectively and efficiently in various high-risk situations. Students enrolled in this program are prepared to answer the call of global threats to public safety, focusing on the management aspect of this field (such as organizing and pre-planning for manmade and natural disasters).

The program's interactive approach gives students a deeper understanding of disaster and emergency preparation through policy and procedure design and implementation. Students also study new approaches to combat safety threats, experience how components of the public safety system interact, and design and develop policies for responding to threats. The program provides students the opportunity for service-based learning while the coursework assists students in developing critical thinking skills.

This program is offered entirely online, which provides students the flexibility and convenience to continue working while earning their degree at their own pace.

Candidates for this degree must have completed a total of 120 semester credit hours, including general education coursework.

Additional Information: https://professionaladvancement.mercer.edu/academic-programs/undergraduate/homeland-security-and-emergency-management/",Bachelor Degree,Yes,Southern Association of Colleges and Schools Commission on Colleges,https://www.mercer.edu/,12/11/2020
316,Metropolitan College of New York,Associate of Arts in Emergency Management and Business Continuity,"The Metropolitan College of New York offers an Associate of Arts and a Bachelor of Arts in Emergency Management and Business Continuity. Both programs meet the professional development needs of individuals who would like to advance their existing careers or pursue new careers within homeland security, emergency management, business continuity, disaster recovery, project management, and international humanitarian emergency response. They are also designed to meet the needs of individuals seeking a career change and high school graduates looking to enter this growing new industry.

The curriculum includes foundational general education courses and courses offering comprehensive exposure to the basics of Emergency management and Business Continuity. The faculty includes working professionals who ensure that students learn best practices from industry leaders who deal with disasters and disruptions on a daily basis. This broad-based approach, coupled with integrated field experiences, on-site certification courses, and participation in large scale city-wide Emergency Management exercises, makes for a foundational degree that graduates can take anywhere.

The accelerated structure of the programs will make it possible for students to earn an Associate's degree in just sixteen months and a Bachelor's degree in just two years and eight months.

Additional Information: https://www.mcny.edu/academics/school-public-affairs-administration/aaba-emergency-management-business-continuity/

Veteran information: https://vimeo.com/359850800",Associate Level,No,Middle States Commission of Higher Education,http://www.metropolitan.edu/,8/3/2020
317,Metropolitan College of New York,Bachelor of Arts in Emergency Management and Business Continuity,"The Metropolitan College of New York offers an Associate of Arts and a Bachelor of Arts in Emergency Management and Business Continuity. Both programs meet the professional development needs of individuals who would like to advance their existing careers or pursue new careers within homeland security, emergency management, business continuity, disaster recovery, project management, and international humanitarian emergency response. They are also designed to meet the needs of individuals seeking a career change and high school graduates looking to enter this growing new industry.

The curriculum includes foundational general education courses and courses offering comprehensive exposure to the basics of Emergency management and Business Continuity. The faculty includes working professionals who ensure that students learn best practices from industry leaders who deal with disasters and disruptions on a daily basis. This broad-based approach, coupled with integrated field experiences, on-site certification courses, and participation in large scale city-wide Emergency Management exercises, makes for a foundational degree that graduates can take anywhere.

The accelerated structure of the programs will make it possible for students to earn an Associate's degree in just sixteen months and a Bachelor's degree in just two years and eight months.

Additional Information: https://www.mcny.edu/academics/school-public-affairs-administration/aaba-emergency-management-business-continuity/

Veteran information: https://vimeo.com/359850800",Bachelor Degree,No,Middle States Commission of Higher Education,http://www.metropolitan.edu/,8/3/2020
318,Metropolitan College of New York,Master of Public Administration in Emergency and Disaster Management (Online),"The Metropolitan College of New York is offering a Master of Public Administration (MPA) Degree in Emergency and Disaster Management. The MPA in Emergency and Disaster Management is a 45-credit advanced degree program which opens new career tracks for recent college graduates and further develops professionals already working in the field. Over a twelve month period, the students explore the complex world of emergency management and homeland security issues learning from industry leaders from throughout the New York metropolitan area. This highly-specialized degree covers the planning, management, logistics, response, relief, recovery and economics associated with managing emergency situations. To accommodate working professionals, classes meet on Wednesday evenings and Saturday.



The coursework examines current theory and purifies it in the crucible of best practices in the industry, while addressing all aspects of the disaster management cycle. The MPA-EDM-DST program is designed to cover a wide range of topics, including climate change impacts, social vulnerabilities to disasters, enterprise risk management, cybersecurity, economics of disasters, humanitarian response to disasters, and counterterrorism.

The program caters to students who balance work and family responsibilities: It allows flexibility in scheduling, while maintaining a personal connection to the campus, other students, and our distinguished faculty.

Students can complete the MPA-EDM-DST online in 12 months, as a full-time student. The program requires 45 credits of coursework and is organized into three, 14-week semesters. Each semester is comprised of two, seven-week sessions. As part of the coursework, students must complete a 3-semester project, or Constructive Action (CA). The CA is split into three parts, and students work with a single faculty member who helps them with the project throughout the year.

Before graduating, students are required to present and defend their CA to a group of MPA-EDM faculty members at the Manhattan campus, or via a webcast. During the third semester, students are provided the opportunity to participate in a five-day emergency management tour of New York City with local emergency managers and first responders.

Additional Information: https://www.mcny.edu/academics/school-public-affairs-administration/mpa-emergency-disaster-management/

https://www.mcny.edu/academics/school-public-affairs-administration/mpa-in-emergency-and-disaster-management-online/",Masters Level,No,Middle States Commission of Higher Education,http://www.metropolitan.edu/,8/3/2020
319,Michigan State University,Certificate in Homeland Security Studies (Online),"Michigan State University's School of Criminal Justice offers an online Certificate in Homeland Security Studies program consisting of three core courses. Designed for both traditional graduate students and current practitioners interested in updating their skills, the program is delivered entirely online in asynchronous format using MSU's established D2L course management system. Students are not required to attend classes or meetings on campus.

Successful completion of each course earns three academic credits, with nine total credits recorded on student transcripts for completion of the entire certificate program. Those already admitted to a degree program at MSU may enroll through the university's regular online registration process. All others may enroll online as Lifelong Education students.

Additional Information: https://cj.msu.edu/programs/certificates.html",Certificate Programs,No,Higher Learning Commission of the North Central Association of Colleges and Schools,https://msu.edu/,1/31/2020
320,Middlesex College,Associate in Science in Homeland Security (Online),"The Homeland Security degree program was established in response to the nation's growing homeland security needs. The degree is designed for students to gain foundational knowledge and skills in order to secure borders, airports, waterways and seaports; prepare for and respond to natural and man-made disasters; provide counter-terrorism and law enforcement intelligence support; and employ the latest security technology. It can be completed in two years, with credit hours totaling 60. We offer evening and online classes and have an average professor/student ratio of 1:15.

Upon completing this program students will be able to:

-Model successful strategies to effectively evaluate contemporary security challenges facing the United States and other industrialized nations.

-Simulate effective interpersonal communication, decision-making and critical thinking skills.

-Outline the processes leading to effective integration of security and emergency management procedures.

-Employ a foundation of knowledge, skills and abilities in appropriate leadership roles in emergency management, civil security and public policy.

-Articulate the basic ethical and legal issues affecting the ability of security professionals to operate effectively in both the public and private sectors.

-Restate the appropriate policy needs at the local, state and federal level that reflect evolving strategic initiatives associated with homeland security.

-Identify the basic process of collection, analysis and dissemination of information necessary to address contemporary threats and vulnerabilities.

-Explain inter-agency cooperation in sharing intelligence information.

*Choose either course.

Additional Information: https://www.middlesexcc.edu/history-social-science/degrees-and-certificates/homeland-security/",Associate Level,No,Middle States Commission on Higher Education,https://www.middlesexcc.edu/,1/13/2021
321,Millersville University of Pennsylvania,Bachelor of Science in Emergency Management,"The multidisciplinary undergraduate program provides the student with the knowledge and skills to apply the theoretical underpinnings of emergency management to practice, obtain a knowledge of natural hazards from a scientific perspective and the global, national, regional, and local impacts of these events, interpret and analyze appropriate data and information technology related to natural hazards and emergency management, recognize the effective methods for decision making and problem solving related to emergency management, and exhibit competency in assessing risk susceptibility, resilience and vulnerability within a community or organizations.

*Choose either course.

Additional Information: https://www.millersville.edu/programs/emergency-management-bachelors.php",Bachelor Degree,Yes,Middle States Association of Colleges and Schools,https://www.millersville.edu/,2/8/2021
322,Millersville University of Pennsylvania,Graduate Certificate in Emergency and Disaster Management,"This flexible program allows students to pursue a graduate certificate and further their knowledge of emergency management. After completing the graduate certificate program, a student will have completed half of the required courses for a Master of Science in Emergency Management (MSEM). Students may choose to continue on in the program and obtain the MSEM graduate degree without reapplying for admission. The program consists of 15 credits (five courses). After the completion of EMGT 601, four additional courses can be selected from the list below.

Additional Information: https://www.millersville.edu/cdre/edm-grad-certificate/index.php",Masters Level,No,Middle States Association of Colleges and Schools,https://www.millersville.edu/,2/8/2021
323,Millersville University of Pennsylvania,Graduate Dual Degree: Master of Science in Emergency Mgmt/Master of Science in Social Work (Online),"This dual graduate degree program allows students to pursue two graduate degrees simultaneously or one following completion of another in emergency management and social work. Students will need to apply to both programs in order to pursue this dual degree. The Master of Science in Emergency Management is offered fully online and the Master of Social Work is offered as an in-person program on the campus of Millersville University.

Additional Information: https://www.millersville.edu/cdre/msem-msw-joint-degree.php

https://www.millersville.edu/socialwork/files/musu-msw-msem-dual-degree.pdf",Masters Level,No,Middle States Association of Colleges and Schools,https://www.millersville.edu/,2/8/2021
324,Millersville University of Pennsylvania,Master of Science in Emergency Management (Online),"Millersville University's Master of Science in Emergency Management (MSEM) degree, offered completely online, is designed to educate and enhance students' skills in leading efforts in planning, mitigating and responding for disaster and emergency events. Graduates are prepared to serve in a variety of positions in the emergency management field, both in public and private sector roles. The 30credit program (24 credit hours of required courses plus 6 credit hours of electives) is designed so that it can be completed in two calendar years; however, the program is also flexible for those who need less or additional time for completion. The online courses have an online synchronous component; include faculty and student interaction, discussions, group work and individual projects. Courses are offered year round, with flexibility to accommodate those with demanding schedules. Graduates of the Millersville MSEM program are eligible to take the Certified Emergency Manager exam at either the Associate or Professional level, depending on prior experience in the emergency management field.

Additional Information: http://www.millersville.edu/cdre/msem",Masters Level,No,Middle States Association of Colleges and Schools,https://www.millersville.edu/,2/8/2021
325,Millersville University of Pennsylvania,Master of Science in Emergency Management with a Track in Communication (Online),"Millersville University's Master of Science in Emergency Management (MSEM) degree, offered completely online, is designed to educate and enhance students' skills in leading efforts in planning, mitigating and responding to disaster and emergency events. Graduates are prepared to serve in a variety of positions in the emergency management field, both in public and private sector roles. The 30 credit program (24 credit hours of required courses plus 6 credit hours of electives) is designed so that it can be completed in two calendar years; however, the program is also flexible for those who need less or additional time for the completion of the program. The online courses have an online synchronous component; include faculty and student interaction, discussions, group work and individual projects. All courses include and are based theoretical and applied knowledge and approaches, and are taught by faculty with both academic and practical experiences. Courses are offered year round, with flexibility to accommodate those with demanding schedules. Graduates of the Millersville University's MSEM program are eligible to take the Certified Emergency Manager exam at either the Associate or Professional level, depending on prior experience in the emergency management field.

The curriculum for the Communication Track within the MSEM Program consists of 15 credit hours of communication courses and 15 credit hours of MSEM courses. The Communication Track requires students to take five graduate courses from the Department of Communication and Theatre, including three required courses and two electives. Since the MSEM is an online program, all communication courses will also be offered completely online, with synchronous component in each course for faculty and student interaction, discussions, group work and individual projects. Courses will be offered year around, with flexibility to accommodate those with demanding schedules.

Additional Information: http://www.millersville.edu/cdre/msem",Masters Level,No,Middle States Association of Colleges and Schools,https://www.millersville.edu/,2/8/2021
326,Millersville University of Pennsylvania,Minor in Environment Hazards and Emergency Management,"Millersville University offers a multidisciplinary undergraduate minor in Environment Hazards and Emergency Management. The Environment Hazards and Emergency Management Minor integrates a number of academic disciplines including but not limited to emergency management, sociology, geography, earth sciences, and occupational health and safety that form the foundation of the minor program. The program consists of four required courses (12 s.h.) and two electives to be selected from a list of elective course option (6 s.h).

Additional Information: https://www.millersville.edu/cdre/ehem-minor/index.php",Bachelor Degree,No,Middle States Association of Colleges and Schools,https://www.millersville.edu/,2/8/2021
327,Missouri State University,Graduate Certificate in Homeland Security and Defense (Online),"Missouri State University is offering a web based multidisciplinary Graduate Certificate in Homeland Security and Defense. The graduate certificate in Homeland Security and Defense provides a 12 hour graduate-level experience for people working or desiring to work in the field of homeland security and defense. The program provides leadership education and critical thinking skills for addressing natural and technological disasters, as well as threats faced in the global war on terror. The 12 hour certificate may be used as elective hours in the Master's in Criminology and Criminal Justice.

The curriculum is structured around key policy and organizational problems involving homeland security. Each course prepares students to master core issues, principles, and problem-solving approaches that can be applied to specific challenges confronting their jurisdictions or sponsoring organizations.

Additional Information: https://criminology.missouristate.edu/homelandsecurity/",Masters Level,No,North Central Association of Colleges and Schools (Higher Learning Commission),https://www.missouristate.edu/,12/11/2020
328,Missouri State University,Graduate Certificate in Public Health and Homeland Security (Online),"Missouri State University offers the Graduate Certificate in Public Health and Homeland Security through a collaboration between departments of public health, criminal justice and political science. This five-course (15 hours) graduate certificate allows the student to select from a list of courses to reach 9 hours in public health and 6 hours in homeland security or emergency management. The certificate can be completed online if the student chooses the appropriate courses; some optional courses are taught seated. Courses may be applied to the Master of Public Health after completion of the graduate certificate. A complete description of the certificate and all admission requirements is available on the website below.



Admission to the program requires a completed baccalaureate degree with a GPA of at least 2.75.

Additional Information: https://phsm.missouristate.edu/mph/homelandsecurity/",Masters Level,No,North Central Association of Colleges and Schools (Higher Learning Commission),https://www.missouristate.edu/,12/14/2020
329,Missouri State University,Graduate Certificate in Public Safety (Online),"The Graduate Certificate in Public Safety can be either a part of the Master of Public Administration program or as a free-standing certificate. The certificate includes four 3-credit courses and is intended to provide the student with an orientation to public safety services as well as a more in-depth and practical knowledge in its application. The program is intended to provide a blend of baseline material augmented with projects based on, and applicable to, real world use. The faulty is a primarily composed of practice-experienced professionals.

Additional Information: https://politicalscience.missouristate.edu/publicsafetycertificate/",Masters Level,No,North Central Association of Colleges and Schools (Higher Learning Commission),https://www.missouristate.edu/,12/4/2019
330,Monmouth University,Bachelor of Science in Homeland Security,"Monmouth University's Homeland Security program integrates homeland security's multiple disciplines including emergency management, intelligence, security studies, cyber security, and others to provide students with the depth and breadth necessary to operate in a rapidly evolving threat landscape. Students are required to participate in an internship and are encouraged to participate in additional internships that enhance their career opportunties. Students learn to think critically; conduct research; build and manage teams; make decisions; and apply knowledge to effectively solve real-world homeland security challenges.

Additional Information: https://catalog.monmouth.edu/undergraduate-catalog/wayne-d-mcmurray-humanities-social-sciences/criminal-justice/homeland-security-bs/",Bachelor Degree,Yes,Middle States Commission on Higher Education,https://www.monmouth.edu/,8/3/2020
331,Monroe College,Minor in Emergency Management,"The field of Emergency Management has grown along with the increased awareness of pandemics, terrorism, and natural and man-made disasters, as well as civil unrest throughout the world. The addition of the Minor in Emergency Management to the Monroe College curriculum will provide students with the necessary knowledge to improve their marketability for positions in the public and private sector. The Minor in Emergency Management will teach students about public safety issues, human behavior in times of crisis, cultural considerations in an emergency and the role of government agencies in emergency and disaster response. Students will learn to effectively manage disasters and emergencies at every stage, including mitigation, preparedness, response, and recovery.

Additional Information: School of Criminal Justice

monroecollege.edu/academics/undergraduate-programs/school-criminal-justice",Bachelor Degree,No,Middle States Commission on Higher Education,https://www.monroecollege.edu/,9/22/2020
332,Monroe Community College,Associate of Science in Homeland Security,"The Homeland Security Associate in Science (A.S.) degree program is designed to meet the needs of students interested in pursuing a career in the field of Homeland Security. The program provides homeland security and general education courses that help prepare the student for continuing their education at a four-year institution. Upon successful completion of the program students may find employment opportunities in the private security industry as well as local, regional, state and Federal homeland security and emergency management agencies. Certain positions may also require graduates to pass a qualifying civil service exam for employment.

Program Learning Outcomes:

-Describe the role and functions of homeland security in our nation's various governmental systems.

-Describe the structure and functions of various governmental agencies responsible for homeland security at the local, state, federal and international levels.

-Compare the various homeland security threats, including terrorism, man-made, technological and natural disasters.

-Explain the interactions of the various agencies at the local, state and federal levels and how they integrate their resources related to homeland security.

-Explain core principles of homeland security as they apply to the roles of citizens, governmental agencies and the private sector.

-Apply appropriate policies and procedures of homeland security to real world situations and threats.

-Identify appropriate responses to ethical issues encountered in the homeland security professions.

-Identify homeland security career options and their required qualifications.

*Choose any SUNY-M course, MTH 150 or higher

**Choose from: CRJ 101, 102, 103, 104: FPT 101, 105, others with the approval of HSMI Director.

Additional Information: https://www.monroecc.edu/academics/majors-programs/community-engagement/homeland-security-associate-degree/",Associate Level,No,Middle States Association of Colleges and Schools,https://www.monroecc.edu/,6/9/2020
333,Monroe Community College,Certificate in Homeland Security,"The Homeland Security Certificate Program provides training that prepares students for career opportunities in the public and private sectors related to homeland security to include safety and compliance, enforcement, investigations, computer security, emergency response and other related safety and security fields. It is designed to equip students with the knowledge and skill sets needed to effectively deal with the challenges facing America in the arena of homeland security. This certificate provides an introduction and expands to specific areas in the advanced level courses stressing detection, protection and recovery issues for government, health care providers, businesses, citizens and first responders.

Program Learning Outcomes:

-Identify security risks and assess potential threats to homeland security.

-Develop effective countermeasures aimed at protecting our nations resources and infrastructures.

Additional Information: https://www.monroecc.edu/academics/majors-programs/community-engagement/homeland-security-certificate/",Certificate Programs,No,Middle States Association of Colleges and Schools,https://www.monroecc.edu/,6/9/2020
334,Montgomery College,Associate of Applied Science in Fire and Emergency Services Management,"This curriculum is designed to provide individuals with the principles, theory, and practices associated with state-of-the-art fire science and management, including issues related to tactical fire operations, fire safety, firefighting and emergency services leadership and management, and community fire issues.



Students expand their thinking beyond fire-specific issues in areas related to firefighting through coursework in human resource management, administration, homeland security and emergency/disaster management, fire protection services, safety and prevention, and investigation.

This curriculum is designed to meet the needs of professional and volunteer fire service personnel and those seeking employment in the fire and emergency services.

Additional Information: https://www.montgomerycollege.edu/academics/programs/fire-science-and-emergency-services/fire-and-emergency-services-management-aas-degree.html",Associate Level,No,Middle States Commission on Higher Education,https://www.montgomerycollege.edu/,8/9/2021
335,Montgomery College,Associate of Science in Emergency Preparedness Management (Online),"Montgomery College is offering an Associate of Science in Emergency Preparedness Management. The program is designed to provide students with a broad education in emergency management. The program focuses on a multidisciplinary approach to preparedness and the skills needed to organize and lead emergency management operations, and prepares students to perform in a disaster by providing the necessary skills for preparedness — mitigation, response, and recovery.

The curriculum is designed to provide students with a foundation of technical and professional knowledge needed for emergency services delivery in the fields of public service – including law enforcement, fire/rescue services, and emergency medical services, as well as students wishing to study in this field for careers in emergency management.

All Emergency Preparedness Management courses are offered through Distance Education via Blackboard.

*Choose either course.

Additional Information: https://www.montgomerycollege.edu/academics/programs/emergency-preparedness-management/index.html",Associate Level,No,Middle States Commission on Higher Education,https://www.montgomerycollege.edu/,3/1/2021
336,Montgomery College,Certificate in Emergency Preparedness Management (Online),"Montgomery College is offering a Certificate in Emergency Preparedness Management. The program is designed to provide students with a broad education in emergency management. The program focuses on a multidisciplinary approach to preparedness and the skills needed to organize and lead emergency management operations, and prepares students to perform in a disaster by providing the necessary skills for preparedness — mitigation, response, and recovery.

The curriculum is designed to provide students with a foundation of technical and professional knowledge needed for emergency services delivery in the fields of public service – including law enforcement, fire/rescue services, and emergency medical services, as well as students wishing to study in this field for careers in emergency management.

All Emergency Preparedness Management courses are offered through Distance Education via Blackboard.

Additional Information: https://www.montgomerycollege.edu/academics/programs/emergency-preparednessmanagement/emergency-preparedness-management-certificate.html",Certificate Programs,No,Middle States Commission on Higher Education,https://www.montgomerycollege.edu/,3/1/2021
337,Montgomery College,Certificate in Homeland Security,"This certificate offers students an overview of the nation's homeland security environment through an all-hazards approach. The curriculum consists of 18 credit hours with coursework in emergency management, intelligence and counterintelligence functions, terrorism, critical infrastructure protection, and other relevant topics.

Additional Information: https://www.montgomerycollege.edu/academics/programs/homeland-security/homeland-security-certificate.html",Certificate Programs,No,Middle States Commission on Higher Education,https://www.montgomerycollege.edu/,8/6/2021
338,Montgomery College,General Studies/Associates of Arts in Homeland Security,"This degree offers students an overview of the nation's homeland security environment through an all-hazards approach. The curriculum consists of coursework in emergency management, intelligence and counterintelligence functions, terrorism, critical infrastructure protection, and other relevant topics as well as relevant general education courses.

Additional Information: https://www.montgomerycollege.edu/academics/programs/general-studies/social-sciences-administration-health-core/homeland-security.html",Associate Level,No,Middle States Commission on Higher Education,https://www.montgomerycollege.edu/,8/6/2021
339,Moreno Valley College,Associate of Science in Emergency Management and Homeland Security,"The Emergency Management and Homeland Security (HLS) program prepares students to enter the emerging profession of homeland security and emergency management. The curriculum is designed to provide the learner with a foundation of technical and professional knowledge to meet local, state, and national safety responsibilities both in the public and private sectors.

Additional Information: https://www.mvc.edu/academicprograms/law/homeland.cfm",Associate Level,No,Western Association of Schools and Colleges,https://www.mvc.edu/,6/24/2021
340,Mount Vernon Nazarene University,Bachelor of Arts in Emergency Management and Homeland Security,"MVNU's Emergency Management and Homeland Security program was established to provide students the skills to help bring order to chaos. MVNU takes a broad view of Emergency Management and Homeland Security issues, within the public, private, and non-profit arenas. The curriculum at MVNU focuses on prevention, protection, mitigation, response and recovery. With an Emergency Management and Homeland Security degree from MVNU, you will possess the knowledge and skills needed to lead the way in helping your community, and the know-how to propel your career forward.

-Immersive Learning — One of our biggest advantages to the EM&HS program at MVNU is our focus on experience. We couple the classroom work with opportunities to actually get your hands dirty in the field. You'll be offered the opportunity to deploy to the field and work closely with authorities, locally, nationwide, and internationally. This means hands-on experience in your field long before graduation and an in-depth look at what your career options are with this degree.

-Professional faculty — Our faculty are experts in their field with the knowledge to engage with students in every capacity, and are also still actively involved in their fields.

-Advising relationships — You'll begin interacting with the faculty within your chosen discipline during your first day of classes, and develop mentorship relationships with them that often continue well past graduation.

-Research opportunities — While a relatively practice based degree, due to its fairly young age, there is a large space for research and writing within the EM&HS fields. In addition to research conducted in courses, department faculty encourage talented and motivated students to submit their work to peer-reviewed journals and other outlets including conferences and workshops. Student scholars are also encouraged to present their work at the MVNU undergraduate research symposium (sURC).

Additional Information: https://www.mvnu.edu/undergraduate/academics/emergencymanagement",Bachelor Degree,No,Higher Learning Commission,https://www.mvnu.edu/,12/8/2020
341,Mount Vernon Nazarene University,Bachelor of Arts in Emergency Management and Homeland Security (Online),"Mount Vernon Nazarene University's Bachelor of Arts in Emergency Management and Homeland Security degree strives to create devoted, skilled leaders who not only prepare for cataclysmic events but establish order in times of chaos with the goal of saving lives.

The Emergency Management and Homeland Security degree develops the skills and expertise necessary to learn to recognize significant hazards, analyze intelligence, respond to disasters and emergency situations, as well as the administrative responsibilities and regulations involved with this career field. The program will prepare you to make decisions, problem solve, plan, implement, and coordinate resources necessary for preparedness, mitigation, response, and recovery from possible disasters.

Additional Information: https://www.mvnu.edu/gps/undergraduateprograms/bachelor-emergency-management-homeland-security",Bachelor Degree,No,Higher Learning Commission,https://www.mvnu.edu/,12/8/2020
342,Nash Community College,Associate in Emergency Management (Online),"The Emergency Management curriculum is designed to provide students with a foundation of technical and professional knowledge needed for emergency services delivery in local and state government agencies. Study involves both management and technical aspects of law enforcement, fire protection, emergency medical services, and emergency planning.

Course work includes classroom and laboratory exercises that will introduce you to various aspects of emergency preparedness, protection, and enforcement. You will learn technical, managerial and administrative skills such as investigative principles, hazardous materials, codes, standards, emergency agency operations, emergency management, disaster response control and finance.

Employment opportunities include ambulance services, fire/ rescue agencies, law enforcement agencies, fire marshal offices, industrial firms, educational institutions, emergency management offices, government agencies and many private sector opportunities. Graduates will have opportunities for skilled and supervisory-level positions.

This two-year degree program is designed for a student to work full-time in the public services field and attend school full-time on off-duty days. Nash Community College accomplishes this by offering all program classes online.

Additional Information: https://www.nashcc.edu/courses-programs/academic-programs/detail/Emergency-Management-A55460",Associate Level,No,Southern Association of Colleges and Schools Commission on Colleges,https://www.nashcc.edu/,3/8/2021
